Model,Feature Selection Method,ACC,AUC,MCC,F1,Number of Features,Time,MeasuringFS
RandomForest,Mrmr,0.5944072180097574,0.5917758682420337,0.18610314143189088,0.6223355239604854,100,16113.553864955902,-426.6666666666667
RandomForest,Mrmr,0.6440625,0.6401831353230948,0.2855729900913365,0.6733930492455401,100,25708.776559829712,-2.0
RandomForest,Mrmr,0.6146875,0.612450980392157,0.22887588074261686,0.6389846983129139,100,53926.26663827896,-576.0
