Model,Feature Selection Method,ACC,AUC,MCC,F1,Number of Features,Time,MeasuringFS
RandomForest,ReliefF,0.6037735849056604,0.6043680630146796,0.20814079896736404,0.6181818181818182,100,2.6550533771514893,"[array([[0.        , 0.6146574 , 0.4320632 , ..., 0.35273259, 0.22116316,
        0.18096147],
       [0.0031348 , 0.95125087, 0.55044265, ..., 0.48261207, 0.83609843,
        0.05965531],
       [0.00626959, 0.73284969, 0.54192883, ..., 0.35761263, 0.35461927,
        0.05965531],
       ...,
       [0.98432602, 0.47955903, 0.48223806, ..., 0.46349135, 0.40672072,
        0.24100413],
       [0.99059561, 0.5383638 , 0.59482361, ..., 0.2587296 , 0.38023841,
        0.06212703],
       [0.9968652 , 0.56791422, 0.63900418, ..., 0.36756233, 0.36983268,
        0.06212703]]), array([[0.00940439, 0.98807732, 0.50494575, ..., 0.47007052, 0.26056494,
        0.20197841],
       [0.02194357, 0.69600544, 0.51848175, ..., 0.36167179, 0.28086821,
        0.0634968 ],
       [0.02507837, 0.5826692 , 0.30565442, ..., 0.0876927 , 0.24430019,
        0.0634968 ],
       ...,
       [0.99373041, 0.57292047, 0.35640414, ..., 0.46600154, 0.37566893,
        0.06212703],
       [0.9968652 , 0.56791422, 0.63900418, ..., 0.36756233, 0.36983268,
        0.06212703],
       [1.        , 0.29744912, 0.68284315, ..., 0.32928197, 0.38896285,
        0.06212703]]), array([[0.        , 0.6146574 , 0.4320632 , ..., 0.35273259, 0.22116316,
        0.18096147],
       [0.0031348 , 0.95125087, 0.55044265, ..., 0.48261207, 0.83609843,
        0.05965531],
       [0.00626959, 0.73284969, 0.54192883, ..., 0.35761263, 0.35461927,
        0.05965531],
       ...,
       [0.98746082, 0.71289795, 0.38946343, ..., 0.37246885, 0.47875261,
        0.06212703],
       [0.99373041, 0.57292047, 0.35640414, ..., 0.46600154, 0.37566893,
        0.06212703],
       [1.        , 0.29744912, 0.68284315, ..., 0.32928197, 0.38896285,
        0.06212703]])]"
