Model,Feature Selection Method,ACC,AUC,MCC,F1,Number of Features,Time,MeasuringFS
RandomForest,ReliefF,0.6116058308352436,0.6090175438596491,0.22063896248902004,0.6385794060110851,100,82.9566638469696,-426.6666666666667
RandomForest,ReliefF,0.59875,0.5962096976721724,0.19432947915202564,0.6266837009159163,100,165.0938971042633,-512.0
RandomForest,ReliefF,0.5921875,0.5887054154995333,0.1817511381587282,0.6238152447684137,100,367.3553366661072,-576.0
